date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:37:22	8771/8771	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:22%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconceptobbdb.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:22	8460/8460	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:22%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=15&codigo=15&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconcepto07ca.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:23	11292/11292	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:23%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=16&codigo=16&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconcepto39ca.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:23	8589/8589	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:23%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=17&codigo=17&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconcepto0e98.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:23	8480/8480	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:23%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=18&codigo=18&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconceptoc721.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:24	8012/8012	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:24%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=19&codigo=19&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconceptod9b8.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:24	9374/9374	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:24%20GMT	https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=20&codigo=20&inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/detalleconceptodedb.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:24	6901/6901	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:24%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=20	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/index28fa.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:25	7188/7188	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:25%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=40	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/index1e61.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:25	7485/7485	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:25%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=60	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/indexd6cc.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:25	6049/6049	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:25%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=80	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/index20ff.html	(from https://www.tutorialesprogramacionya.com/angularya/)
00:37:26	13034/13034	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto001.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto001.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
00:37:26	16262/16262	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto001c.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto001c.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
00:37:27	11196/11196	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto002.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto002.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
00:37:27	9820/9820	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto003.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto003.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
00:37:28	6994/6994	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Mar%202021%2023:37:28%20GMT	https://www.tutorialesprogramacionya.com/angularya/index.php?inicio=0	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/index2904.html	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=1&codigo=1&inicio=0)
00:37:28	52824/52824	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto004.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto004.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:28	8489/8489	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto005.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto005.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:29	55362/55362	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto006.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto006.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:29	95126/95126	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto007.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto007.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:29	19118/19118	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto008b.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto008b.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:29	17618/17618	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto008.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto008.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=2&codigo=2&inicio=0)
00:37:30	16966/16966	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto009.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto009.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:30	18661/18661	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto010.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto010.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:30	12449/12449	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto011.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto011.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:30	12183/12183	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto012.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto012.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:31	8248/8248	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:52%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto013.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto013.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:31	14351/14351	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto014.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto014.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=3&codigo=3&inicio=0)
00:37:31	15461/15461	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto015.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto015.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=4&codigo=4&inicio=0)
00:37:32	14951/14951	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto016.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto016.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=5&codigo=5&inicio=0)
00:37:32	10964/10964	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto017.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto017.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=6&codigo=6&inicio=0)
00:37:32	6179/6179	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto018.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto018.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
00:37:33	13286/13286	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto019.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto019.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
00:37:33	36291/36291	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto021.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto021.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
00:37:33	8070/8070	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto020.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto020.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
00:37:33	8090/8090	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto022.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto022.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=7&codigo=7&inicio=0)
00:37:34	29970/29970	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto023.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto023.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
00:37:34	16617/16617	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto024.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto024.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
00:37:34	12976/12976	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto025.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto025.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=8&codigo=8&inicio=0)
00:37:35	17275/17275	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto026.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto026.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=9&codigo=9&inicio=0)
00:37:35	18435/18435	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto027.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto027.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=10&codigo=10&inicio=0)
00:37:35	1838/1838	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto028.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto028.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=11&codigo=11&inicio=0)
00:37:35	11807/11807	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto029.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto029.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=11&codigo=11&inicio=0)
00:37:36	16203/16203	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto030.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto030.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=12&codigo=12&inicio=0)
00:37:36	17644/17644	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto031.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto031.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=13&codigo=13&inicio=0)
00:37:36	15591/15591	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto035.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto035.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
00:37:36	16766/16766	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto032.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto032.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
00:37:37	17224/17224	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202020%2020:33:51%20GMT	https://www.tutorialesprogramacionya.com/angularya/imagentema/foto033.jpg	C:/Users/manue/OneDrive/Escritorio/Angular%20Ya/Angular/www.tutorialesprogramacionya.com/angularya/imagentema/foto033.jpg	(from https://www.tutorialesprogramacionya.com/angularya/detalleconcepto.php?punto=14&codigo=14&inicio=0)
